id;date;mode;from_alamat;from_kelurahan;from_kecamatan;from_latlng;to_alamat;to_kelurahan;to_kecamatan;to_latlng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_gender;customer_birthdate;driver_id;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
1350;2018/12/23 18:46 s/d 2018/12/23 18:43;FOOD;Gaia Kitchen, Jl. Gusti Hamzah No.31, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78244, Indonesia;MARIANA;PONTIANAK KOTA;-0,0281474,109,3202077;Unnamed Road,  Indonesia;BANSIR LAUT;PONTIANAK TENGGARA;-0,074283555,109,3097863;7.26;9000;35500;44500;16;P;2001-05-06T00:00:00;106;P;1999-02-17T00:00:00;MOTOR;TVS;285;Gaia Kitchen;WARUNG MAKAN
2065;2018/12/23 18:43 s/d 2018/12/23 18:31;CAR;Gg. Mentari No.27a,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,063925605,109,3145542;Gg. Dharma Putra 15 No.7,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;-0,00621864,109,3439903;9.2;18000;0;18000;46;P;1988-04-12T00:00:00;98;L;1981-08-19T00:00:00;MOBIL;Audi;;;
1500;2018/12/23 18:31 s/d 2018/12/23 17:39;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045,109,3137929;Gg. Asia Jaya No.99a,  Pak Lanjut;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,068753278,109,3128704;3.93;4000;88500;92500;74;P;2001-11-28T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;423;Indomaret Kota Baru;TOKO/SWALAYAN
1523;2018/12/23 17:39 s/d 2018/12/23 17:38;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582,109,361511;Gg. Anugrah,  Parit Mayor;TANJUNG HULU;PONTIANAK TIMUR;-0,058015856,109,3751018;7.7;10000;94500;104500;38;L;1975-04-11T00:00:00;81;L;1991-09-08T00:00:00;MOTOR;BMW;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1306;2018/12/23 17:38 s/d 2018/12/23 17:34;FOOD;WarungQ, Jl. Putri Dara Hitam No.1F, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,0300528,109,3255332;12A,  Jl. Dharma Putra;SIANTAN TENGAH;PONTIANAK UTARA;-0,008091002,109,3431792;5.13;6000;63500;69500;69;P;1999-03-11T00:00:00;100;P;1993-08-11T00:00:00;MOTOR;Yamaha;417;WarungQ;WARUNG MAKAN
1158;2018/12/23 17:34 s/d 2018/12/23 17:33;FOOD;Ayam Dadakan, Teuku Umar, Gang Beringin 10, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,0332768,109,3325817;Unnamed Road,  Tj. Hilir;DALAM BUGIS;PONTIANAK TIMUR;-0,020834983,109,3600135;5.35;7000;98500;105500;57;P;1982-11-11T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;205;Ayam Dadakan, Teuku Umar;WARUNG MAKAN
1545;2018/12/23 17:33 s/d 2018/12/23 17:26;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045,109,3137929;Jl. Karya Bhakti No.25,  Akcaya;AKCAYA;PONTIANAK SELATAN;-0,046174618,109,326879;3.57;4000;61000;65000;53;P;1987-07-18T00:00:00;89;L;1987-02-12T00:00:00;MOTOR;Suzuki;423;Indomaret Kota Baru;TOKO/SWALAYAN
2116;2018/12/23 17:26 s/d 2018/12/23 16:44;CAR;Gg. Angket,  Tj. Hilir;BATU LAYANG;PONTIANAK UTARA;-0,022317093,109,3520889;Gang Sepakat 3 No.14,  Sungai Jawi;PAL LIMA;PONTIANAK BARAT;-0,039494735,109,3066568;7.4;14400;0;14400;70;P;1985-12-24T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
1525;2018/12/23 16:44 s/d 2018/12/23 16:26;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,06762681,109,2735202;9.52;13000;43500;56500;68;L;2000-01-07T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;420;Indomaret teuku umar;TOKO/SWALAYAN
1501;2018/12/23 16:26 s/d 2018/12/23 16:12;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Jl. Nyi Ageng Serang No.87,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,032575443,109,367892;6.06;8000;88500;96500;61;L;1988-05-03T00:00:00;78;L;1999-11-13T00:00:00;MOTOR;Yamaha;420;Indomaret teuku umar;TOKO/SWALAYAN
2074;2018/12/23 16:12 s/d 2018/12/23 16:12;CAR;Gang Suka Hati No.9,  Sungai Bangkong;SUNGAI JAWI;PONTIANAK KOTA;-0,037967039,109,3263608;Unnamed Road,  Parit Mayor;TANJUNG HILIR;PONTIANAK TIMUR;-0,051733478,109,3806469;8.23;15600;0;15600;58;L;1998-07-05T00:00:00;107;P;1992-01-09T00:00:00;MOBIL;Volvo;;;
1316;2018/12/23 16:12 s/d 2018/12/23 15:39;FOOD;Rumah Soto, Jl. Gusti Johan Idrus No.12, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,044682,109,332011;Jl. Perumnas IV No.91,  Durian;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,037877823,109,3791647;7.3;9000;82500;91500;41;P;2000-08-25T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;23;Rumah Soto;WARUNG MAKAN
2121;2018/12/23 15:39 s/d 2018/12/23 15:11;CAR;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,065389549,109,2737049;Unnamed Road,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;0.0032922004270712,109,3419037;12.76;25200;0;25200;25;P;1987-01-16T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
1483;2018/12/23 15:11 s/d 2018/12/23 14:22;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582,109,361511;Gang Arkarin IX No.A17,  Pal Lima;BANSIR DARAT;PONTIANAK TENGGARA;-0,024216355,109,2934766;9.76;13000;60000;73000;69;P;1999-03-11T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1358;2018/12/23 14:22 s/d 2018/12/23 13:19;FOOD;Pak Kumis, Jl. Husin Hanzah No.2A, Pal Lima, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78114, Indonesia;DARAT SEKIP;PONTIANAK KOTA;-0,031872,109,293303;Jl. Parwasal No.46,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;-0,003021792,109,3475558;8.83;12000;52000;64000;30;L;1992-01-14T00:00:00;87;L;1983-05-25T00:00:00;MOTOR;Honda;264;Pak Kumis;WARUNG MAKAN
2093;2018/12/23 13:19 s/d 2018/12/23 13:10;CAR;Gg. Kencana 2 No.10,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,032945887,109,318628;JL. Parit Pangeran,  RT 010/16;SIANTAN TENGAH;PONTIANAK UTARA;-0,012771775,109,3564975;6.77;12000;0;12000;39;P;1992-02-27T00:00:00;98;L;1981-08-19T00:00:00;MOBIL;Audi;;;
1553;2018/12/23 13:10 s/d 2018/12/23 12:39;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,061023651,109,2880926;9.5;13000;77000;90000;57;P;1982-11-11T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
2126;2018/12/23 12:39 s/d 2018/12/23 11:41;CAR;Gg. Kencana 1 No.33,  Sungai Bangkong;SUNGAI BANGKONG;PONTIANAK KOTA;-0,032614916,109,3168646;Gg. Assalam No.7,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,062142349,109,3121384;5.32;9600;0;9600;37;P;1985-01-08T00:00:00;108;P;1991-12-21T00:00:00;MOBIL;Toyota;;;
2071;2018/12/23 11:41 s/d 2018/12/23 11:36;CAR;Gang Apel 2 No.39,  Sungai Jawi Dalam;SUNGAI JAWI;PONTIANAK KOTA;-0,015991225,109,3201199;Blok H6 No.5,  Sungai Beliung;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,014150077,109,3011014;4.12;7200;0;7200;32;P;1987-06-26T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
1504;2018/12/23 11:36 s/d 2018/12/23 11:35;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708,109,336138;Jl. Swadaya,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,053765223,109,286587;9.08;12000;38000;50000;35;P;1979-03-15T00:00:00;106;P;1999-02-17T00:00:00;MOTOR;TVS;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
2101;2018/12/23 11:35 s/d 2018/12/23 11:23;CAR;Jl. P. Natakusuma No.177,  Sungai Bangkong;DARAT SEKIP;PONTIANAK KOTA;-0,037522194,109,3159825;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,060908773,109,2869282;6.15;10800;0;10800;31;P;2000-01-18T00:00:00;97;L;1978-07-27T00:00:00;MOBIL;Mitsubishi;;;
1731;2018/12/23 11:23 s/d 2018/12/23 10:47;BIKE;Blk. EE-FF No.7,  Sungai Jawi;PAL LIMA;PONTIANAK BARAT;-0,028733176,109,3076308;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,070160635,109,2820623;7.41;3500;0;3500;68;L;2000-01-07T00:00:00;81;L;1991-09-08T00:00:00;MOTOR;BMW;;;
1325;2018/12/23 10:47 s/d 2018/12/23 10:35;FOOD;Coco Beans Cafe & Restaurant, Gg. Kinibalu No.54, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0204787,109,3179758;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,059608788,109,2784453;8.18;11000;73500;84500;47;P;2003-10-28T00:00:00;103;P;1994-11-21T00:00:00;MOTOR;BMW;323;Coco Beans Cafe & Restaurant;CAFE
2087;2018/12/23 10:35 s/d 2018/12/23 09:46;CAR;Unnamed Road,  Durian;BANJAR SERASAN;PONTIANAK TIMUR;-0,041445082,109,3815674;Jl. Panglima Aim No.8,  Saigon;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,035631051,109,3598403;4.5;7200;0;7200;43;L;2003-06-11T00:00:00;108;P;1991-12-21T00:00:00;MOBIL;Toyota;;;
1329;2018/12/23 09:46 s/d 2018/12/23 09:36;FOOD;Es Krim Angi, Jl. Karel Satsuit Tubun, Akcaya, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78113, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,0379059,109,331517;Gg. H. Ibrahim,  Sungai Jawi;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,044782737,109,3032336;5.24;6000;51000;57000;50;P;1995-08-04T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;76;Es Krim Angi;JAJANAN
2130;2018/12/23 09:36 s/d 2018/12/23 08:47;CAR;Jl. Pwan Peraman,  Siantan Hilir;BATU LAYANG;PONTIANAK UTARA;0.0028226460579739,109,33622;Jl. Karet No.12,  Pal Lima;DARAT SEKIP;PONTIANAK KOTA;-0,023507881,109,2962098;7.33;13200;0;13200;9;P;1990-01-16T00:00:00;98;L;1981-08-19T00:00:00;MOBIL;Audi;;;
1541;2018/12/23 08:47 s/d 2018/12/23 08:42;SHOP;Alfamart Imam Bonjol, Jl Imam Bonjol;BANSIR LAUT;PONTIANAK TENGGARA;-0,0399714,109,3450443;JL HRA Rahman Gang Era Baru,  RT. 002 RW. 17;AKCAYA;PONTIANAK SELATAN;-0,06643506,109,312494;6.66;8000;76000;84000;48;L;2005-10-29T00:00:00;104;P;1979-10-19T00:00:00;MOTOR;BMW;424;Alfamart Imam Bonjol;TOKO/SWALAYAN
1322;2018/12/23 08:42 s/d 2018/12/23 08:23;FOOD;B?tani Cafe & Resto, Jl. Letjend Suprapto No.16, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,0402066,109,3409801;Gg. Askot No.Dalam,  Tj. Hilir;PARIT MAYOR;PONTIANAK TIMUR;-0,028074721,109,3556923;4.12;5000;96000;101000;15;P;1987-09-09T00:00:00;82;L;1993-06-10T00:00:00;MOTOR;Suzuki;24;B?tani Cafe & Resto;CAFE
1535;2018/12/23 08:23 s/d 2018/12/23 08:10;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863,109,3356331;Jl. Ampera No.2,  Sungai Jawi;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,050089918,109,3001559;6.52;8000;34500;42500;43;L;2003-06-11T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1346;2018/12/23 08:10 s/d 2018/12/23 07:31;FOOD;Brewings Coffee, Jl. Putri Dara Nante (Ruko Dwiky Mobil), Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;MARIANA;PONTIANAK KOTA;-0,0347899,109,3282622;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,06866653,109,2734919;9.16;12000;51000;63000;64;P;1997-12-24T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;416;Brewings Coffee;CAFE
1540;2018/12/23 07:31 s/d 2018/12/22 22:43;SHOP;Alfamart Imam Bonjol, Jl Imam Bonjol;BANSIR LAUT;PONTIANAK TENGGARA;-0,0399714,109,3450443;Unnamed Road,  Durian;BANJAR SERASAN;PONTIANAK TIMUR;-0,067495496,109,4075785;9.6;13000;62000;75000;45;P;1984-01-08T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;424;Alfamart Imam Bonjol;TOKO/SWALAYAN
1344;2018/12/22 22:43 s/d 2018/12/22 22:27;FOOD;Bakmie Raos, Jl. Dr. Wahidin. S No.52A, Sungai Jawi, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78114, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,029592,109,3047;Gang Suka Maju Dalam 5 No.12,  Sungai Jawi Luar;SIANTAN HILIR;PONTIANAK UTARA;-0,016202031,109,3253859;4.74;6000;83000;89000;58;L;1998-07-05T00:00:00;103;P;1994-11-21T00:00:00;MOTOR;BMW;214;Bakmie Raos;WARUNG MAKAN
2099;2018/12/22 22:27 s/d 2018/12/22 21:36;CAR;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,061554058,109,2797474;Jl. Nusa Karya No.485,  Parit Mayor;DALAM BUGIS;PONTIANAK TIMUR;-0,058794161,109,370334;12.08;24000;0;24000;59;P;1985-10-26T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
2122;2018/12/22 21:36 s/d 2018/12/22 21:14;CAR;Blok A5,  Sungai Beliung;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,011320335,109,295776;Jl. Kebangkitan Nasional No.18,  Siantan Hilir;SUNGAI BELIUNG;PONTIANAK BARAT;0.027659581205821,109,3367115;8.29;15600;0;15600;71;L;2002-03-26T00:00:00;99;L;1982-12-20T00:00:00;MOBIL;BMW;;;
2131;2018/12/22 21:14 s/d 2018/12/22 20:53;CAR;Gg. Assalam No.17,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,062417227,109,312738;Jl. Jambu Mente No.34,  Sungai Jawi Luar;DARAT SEKIP;PONTIANAK KOTA;-0,010904434,109,3209807;7.8;14400;0;14400;35;P;1979-03-15T00:00:00;108;P;1991-12-21T00:00:00;MOBIL;Toyota;;;
1332;2018/12/22 20:53 s/d 2018/12/22 20:53;FOOD;Pondok Ale-ale, Gg. Suka Damai No.21, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,03718,109,325818;Jl. Karya,  Pal IX;PARIT TOKAYA;PONTIANAK SELATAN;-0,046210437,109,2863394;6.5;8000;96500;104500;54;P;1997-01-26T00:00:00;88;L;1983-11-23T00:00:00;MOTOR;Kawasaki;16;Pondok Ale-ale;RESTAURANT
1690;2018/12/22 20:53 s/d 2018/12/22 20:44;BIKE;Gang Mandiri No.b13,  Sungai Jawi;KOTA BARU;PONTIANAK SELATAN;-0,047809049,109,3013049;Gg. Margodadirejo I No.7a,  Sungai Jawi;PAL LIMA;PONTIANAK BARAT;-0,026462334,109,3144019;4.78;2000;0;2000;72;L;2004-04-01T00:00:00;82;L;1993-06-10T00:00:00;MOTOR;Suzuki;;;
1301;2018/12/22 20:44 s/d 2018/12/22 19:39;FOOD;Raja Uduk, Gg. Sa'aman No.76, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,032784,109,333389;Gg. Darma Putra 19 A,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;-0,001847193,109,3458555;5.71;7000;85500;92500;55;L;2004-04-22T00:00:00;77;L;1976-07-26T00:00:00;MOTOR;BMW;274;Raja Uduk;RESTAURANT
2110;2018/12/22 19:39 s/d 2018/12/22 18:16;CAR;Gg. Bunga Tj. No.2,  Tambelan Sampit;MARIANA;PONTIANAK KOTA;-0,038350139,109,3542459;JL. K.H. Ahmad Dahlan,  No. 78;BATU LAYANG;PONTIANAK UTARA;-0,030556054,109,3293424;4.9;8400;0;8400;16;P;2001-05-06T00:00:00;97;L;1978-07-27T00:00:00;MOBIL;Mitsubishi;;;
1552;2018/12/22 18:16 s/d 2018/12/22 17:57;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539,109,3314114;Gg. Harapan Jaya No.18,  Sungai Bangkong;SUNGAI BANGKONG;PONTIANAK KOTA;-0,03261977,109,3206995;3.19;3000;51500;54500;11;P;2002-03-13T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;420;Indomaret teuku umar;TOKO/SWALAYAN
1330;2018/12/22 17:57 s/d 2018/12/22 17:25;FOOD;Mimi Momo Story, Jl. Sungai Raya Dalam, Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78117, Indonesia;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,0778008,109,3560665;Gg. Cermai 1 No.2,  Sungai Jawi Luar;SUNGAI BANGKONG;PONTIANAK KOTA;-0,008345473,109,3224699;10.58;14000;93500;107500;54;P;1997-01-26T00:00:00;85;L;1984-01-06T00:00:00;MOTOR;Suzuki;44;Mimi Momo Story;CAFE
1513;2018/12/22 17:25 s/d 2018/12/22 17:16;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993,109,2978401;Jl. Dare Nandong Villa Ria Indah No.49,  Tj. Hulu;DALAM BUGIS;PONTIANAK TIMUR;-0,02745054,109,3744285;10.55;14000;71000;85000;16;P;2001-05-06T00:00:00;83;L;1975-11-17T00:00:00;MOTOR;Honda;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
1556;2018/12/22 17:16 s/d 2018/12/22 16:15;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045,109,3137929;Gang Airlangga No.5,  Sungai Bangkong;SUNGAI BANGKONG;PONTIANAK KOTA;-0,037755373,109,3178229;3.58;4000;29000;33000;24;L;1985-03-28T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;423;Indomaret Kota Baru;TOKO/SWALAYAN
2057;2018/12/22 16:15 s/d 2018/12/22 15:42;CAR;Unnamed Road,  Pal Lima;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,027076431,109,3000667;Jl. Khatulistiwa No.38,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;-0,01243563,109,3383165;6.55;12000;0;12000;43;L;2003-06-11T00:00:00;96;L;1995-05-26T00:00:00;MOBIL;KIA;;;
1479;2018/12/22 15:42 s/d 2018/12/22 14:57;SHOP;Indomaret Komyos Sudarso, Jl Komyos Sudarso;SUNGAI BELIUNG;PONTIANAK BARAT;-0,005413,109,304494;Gang Purnama Indah 7 No.20,  Parit Tokaya;BANSIR DARAT;PONTIANAK TENGGARA;-0,063836821,109,3211867;8.76;12000;42500;54500;30;L;1992-01-14T00:00:00;102;P;1993-04-23T00:00:00;MOTOR;Kawasaki;419;Indomaret Komyos Sudarso;TOKO/SWALAYAN
1855;2018/12/22 14:57 s/d 2018/12/22 14:55;BIKE;Jl. Raya Kalimas Hulu,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,086402776,109,2544159;Jl. Paralel Tol No.8A,  Dalam Bugis;TANJUNG HULU;PONTIANAK TIMUR;-0,031309026,109,3592016;15.16;8000;0;8000;54;P;1997-01-26T00:00:00;93;L;1984-12-26T00:00:00;MOTOR;TVS;;;
2091;2018/12/22 14:55 s/d 2018/12/22 14:42;CAR;Gg. Assalam No.15,  Kota Baru;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,062403277,109,3123065;Unnamed Road,  Punggur Kecil;PARIT TOKAYA;PONTIANAK SELATAN;-0,094391125,109,3040051;5.67;9600;0;9600;19;L;2004-01-23T00:00:00;107;P;1992-01-09T00:00:00;MOBIL;Volvo;;;
1795;2018/12/22 14:42 s/d 2018/12/22 14:15;BIKE;Gg. Sentosa No.5A,  Sungai Bangkong;SUNGAI JAWI;PONTIANAK KOTA;-0,039464016,109,323003;Gg. Harapan Jaya No.17,  Sungai Bangkong;TENGAH;PONTIANAK KOTA;-0,032999813,109,3203847;2.78;1000;0;1000;55;L;2004-04-22T00:00:00;94;L;1981-09-21T00:00:00;MOTOR;BMW;;;
1326;2018/12/22 14:15 s/d 2018/12/22 13:58;FOOD;Sugeban Alianyang, Jl. Alianyang No.36, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78113, Indonesia;MARIANA;PONTIANAK KOTA;-0,033283,109,321995;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,042065626,109,2492748;10.14;14000;62000;76000;48;L;2005-10-29T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;13;Sugeban Alianyang;RESTAURANT
2080;2018/12/22 13:58 s/d 2018/12/22 13:52;CAR;Kakap River,  Kubu Raya Regency;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,092482169,109,2998524;Jl.Sekadau No.K56 Komp.UNTAN,  Bansir Laut;TANJUNG HULU;PONTIANAK TIMUR;-0,054951518,109,3518189;9.13;18000;0;18000;53;P;1987-07-18T00:00:00;97;L;1978-07-27T00:00:00;MOBIL;Mitsubishi;;;
1521;2018/12/22 13:52 s/d 2018/12/22 13:45;SHOP;Alfamart Tabrani Ahmad, Jl Tabrani Ahmad;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,0209993,109,2978401;Gang Bersama 1A No.1a,  Siantan Hulu;BATU LAYANG;PONTIANAK UTARA;-0,016613276,109,3497302;7.79;10000;87000;97000;38;L;1975-04-11T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;422;Alfamart Tabrani Ahmad;TOKO/SWALAYAN
2060;2018/12/22 13:45 s/d 2018/12/22 13:42;CAR;Gg. Masjid,  Batu Layang;SIANTAN TENGAH;PONTIANAK UTARA;0.0049450762096992,109,3156445;Tj. Hulu,  Perumahan Bahari Elok;BANJAR SERASAN;PONTIANAK TIMUR;-0,027492955,109,3667072;8.73;16800;0;16800;13;L;1989-03-16T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
2123;2018/12/22 13:42 s/d 2018/12/22 13:24;CAR;Jalan Budi Utomo,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;0.0060681165998206,109,3454239;Jembatan Landak,  Jl. Sultan Hamid II;TANJUNG HULU;PONTIANAK TIMUR;-0,019351493,109,3617782;5.36;9600;0;9600;24;L;1985-03-28T00:00:00;95;L;1994-09-12T00:00:00;MOBIL;Honda;;;
2081;2018/12/22 13:24 s/d 2018/12/22 13:15;CAR;Jl. Yam Sabran No.17,  Tj. Hulu;TANJUNG HULU;PONTIANAK TIMUR;-0,023635645,109,3780225;Jl. Pak Kasih,  Mariana;MARIANA;PONTIANAK KOTA;-0,016333827,109,3340282;6.96;13200;0;13200;3;L;1979-12-13T00:00:00;109;P;1988-05-02T00:00:00;MOBIL;Honda;;;
1551;2018/12/22 13:15 s/d 2018/12/22 12:48;SHOP;Alfamart Pontianak Mall, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0301863,109,3356331;Gg. Gn. Sahari No.54,  Sungai Jawi Dalam;TANJUNG HULU;PONTIANAK TIMUR;-0,017136693,109,3241036;3.94;4000;48500;52500;7;P;2004-08-22T00:00:00;100;P;1993-08-11T00:00:00;MOTOR;Yamaha;421;Alfamart Pontianak Mall;TOKO/SWALAYAN
1323;2018/12/22 12:48 s/d 2018/12/22 12:36;FOOD;Bebek Bejo, Jl. Patimura No.250, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,029187,109,339156;Gang Anduang,  Parit Tokaya;KOTA BARU;PONTIANAK SELATAN;-0,067831801,109,3223546;6.69;9000;34500;43500;10;L;1989-05-30T00:00:00;84;L;2000-02-22T00:00:00;MOTOR;Kawasaki;31;Bebek Bejo;WARUNG MAKAN
1353;2018/12/22 12:36 s/d 2018/12/22 12:24;FOOD;Neo Shabu-Shabu Steak & Shake, Johar, Jl. Johar No.90e, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;SUNGAI BANGKONG;PONTIANAK KOTA;-0,02861,109,329253;Pal IX,  Kakap River;BANSIR DARAT;PONTIANAK TENGGARA;-0,069657839,109,2764955;9.43;13000;95500;108500;47;P;2003-10-28T00:00:00;75;L;1985-12-28T00:00:00;MOTOR;TVS;93;Neo Shabu-Shabu Steak & Shake, Johar;RESTAURANT
