id;date_order;date_finished;mode;from_alamat;from_kelurahan;from_kecamatan;from_lat;from_lng;to_alamat;to_kelurahan;to_kecamatan;to_lat;to_lng;distance;amount_delivery;amount_merchant;transaction_amount_total;customer_id;customer_name;customer_gender;customer_birthdate;driver_id;driver_name;driver_gender;driver_birthdate;kendaraan_jenis;kendaraan_merk;merchant_id;merchant_name;merchant_category
1206;15/12/2018 22.21;20/12/2018 10.18;FOOD;What's Up Cafe, Jl. Zainuddin No.18, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat;DARAT SEKIP;PONTIANAK KOTA;-6,3653643;106,8337117;Jl. Selat Panjang,  Siantan Hulu;SIANTAN HILIR;PONTIANAK UTARA;-0,017335888;109,376318;762,13;1000;88000;89000;19;Oman Prasasta;L;23/01/2004;102;Intan Nasyiah;P;23/04/1993;MOTOR;Kawasaki;335;What's Up Cafe;CAFE
1171;15/12/2018 19.28;15/12/2018 21.30;FOOD;warong pak ngah, Jl. Komyos Sudarso No.27, Sungai Jawi Luar, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,0113042;109,3235641;Gg. Wonodadi I No.25,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,057280907;109,3196576;7,13;9000;29500;38500;41;Yance Riyanti;P;25/08/2000;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;391;warong pak ngah;WARUNG MAKAN
2032;15/12/2018 13.18;15/12/2018 14.28;CAR;Gang Hasyim No.22,  Sungai Jawi;BANSIR LAUT;PONTIANAK TENGGARA;-0,028607819;109,300574;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,071307159;109,2854912;7,04;13200;0;13200;13;Oskar Hakim;L;16/03/1989;109;Maimunah Pudjiastuti;P;05/02/1988;MOBIL;Honda;;;
1911;15/12/2018 10.22;15/12/2018 13.06;CAR;Jl. Jalur 5,  Sungai Beliung;SUNGAI BANGKONG;PONTIANAK KOTA;-0,002120255;109,297183;Gg. Dharma Putra 15 No.7,  Siantan Hilir;SIANTAN HULU;PONTIANAK UTARA;-0,006125781;109,3438514;7,21;13200;0;13200;48;Satya Sihombing M.M.;L;29/10/2005;107;Gasti Nadia Pratiwi S.Gz;P;01/09/1992;MOBIL;Volvo;;;
1953;15/12/2018 09.35;15/12/2018 11.16;CAR;Gg. Sumber Harapan No.168,  Kota Baru;SUNGAI JAWI;PONTIANAK KOTA;-0,058341653;109,313117;Jalan Bina Jaya No.7,  Kota Baru;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,063288469;109,309597;2,68;3600;0;3600;6;Ratih Shakila Usada S.Gz;P;02/07/1986;109;Maimunah Pudjiastuti;P;05/02/1988;MOBIL;Honda;;;
1578;14/12/2018 09.37;14/12/2018 17.09;BIKE;Pelabuhan KPLP,  Jl. KPLP;BATU LAYANG;PONTIANAK UTARA;-0,003595778;109,3189917;Jl. Tj. Raya II No.1,  Saigon;SAIGON;PONTIANAK TIMUR;-0,042635359;109,3634116;8,58;4000;0;4000;53;Nova Hasanah;P;18/07/1987;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;;;
1138;14/12/2018 09.15;14/12/2018 15.47;FOOD;Bolubi Pontianak, Jl. Putri Candramidi No.67b, Sungai Bangkong, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78116, Indonesia;TENGAH;PONTIANAK KOTA;-0,0331226;109,3233003;Batu Layang,  North Pontianak;PAL LIMA;PONTIANAK BARAT;0.0047144373319469;109,2941265;7,31;9000;91000;100000;53;Nova Hasanah;P;18/07/1987;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;341;Bolubi Pontianak;CAFE
1470;13/12/2018 20.15;13/12/2018 21.56;SHOP;Indomaret teuku umar, Jl Teuku Umar;DARAT SEKIP;PONTIANAK KOTA;-0,0326539;109,3314114;Jl. Lapan,  Siantan Hulu;SIANTAN HILIR;PONTIANAK UTARA;-0,004291861;109,3667988;7,04;9000;65000;74000;5;Banawi Hidayat;L;20/04/2001;102;Intan Nasyiah;P;23/04/1993;MOTOR;Kawasaki;420;Indomaret teuku umar;TOKO/SWALAYAN
1769;13/12/2018 17.21;13/12/2018 17.51;BIKE;Gg. Bukit Seribu No.36,  Sungai Jawi;SUNGAI BANGKONG;PONTIANAK KOTA;-0,021014903;109,3204526;Jl. Bukit Barisan No.17,  Sungai Jawi;BATU LAYANG;PONTIANAK UTARA;-0,020884183;109,3212699;2,09;500;0;500;13;Oskar Hakim;L;16/03/1989;90;Rusman Situmorang;L;24/03/1997;MOTOR;Yamaha;;;
1759;13/12/2018 16.58;13/12/2018 23.34;BIKE;Gang Persada 4 No.3,  Siantan Tengah;SIANTAN HULU;PONTIANAK UTARA;-0,009251729;109,3464677;Jl. Raya Sungai Kakap,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,062426051;109,2607538;13,22;6500;0;6500;15;Tina Pertiwi;P;09/09/1987;81;Manah Sirait;L;09/08/1991;MOTOR;BMW;;;
1680;13/12/2018 12.12;13/12/2018 17.27;BIKE;Jl. Raya Sungai Kakap No.99,  Pal IX;SUNGAI BANGKONG;PONTIANAK KOTA;-0,057541694;109,272631;Gang Cahaya Purnama,  Kota Baru;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,070526319;109,3141177;6,83;3000;0;3000;58;Kasiran Uwais;L;07/05/1998;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1405;13/12/2018 09.13;13/12/2018 16.28;SHOP;Indomaret Siantan Hilir, Jl Gusti Situt Mahmud;SIANTAN HILIR;PONTIANAK UTARA;-0,013708;109,336138;Ambawang River,  Kubu Raya Regency;DALAM BUGIS;PONTIANAK TIMUR;0.010296363729845;109,4042536;10,03;14000;100000;114000;59;Dina Mulyani;P;26/10/1985;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;425;Indomaret Siantan Hilir;TOKO/SWALAYAN
1933;12/12/2018 19.24;13/12/2018 04.10;CAR;Gg. Sumber Agung 2,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,060349067;109,316401;Jalan Komplek Saigon Indah Lestari No.64,  Durian;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,037080133;109,3763161;9,15;18000;0;18000;15;Tina Pertiwi;P;09/09/1987;95;Cengkal Marpaung;L;09/12/1994;MOBIL;Honda;;;
1853;12/12/2018 18.43;13/12/2018 02.08;BIKE;Jl. Tani,  Saigon;TAMBELAN SAMPIT;PONTIANAK TIMUR;-0,037485005;109,3685024;Gg. Pandawa,  Pal IX;SUNGAI JAWI;PONTIANAK KOTA;-0,067864709;109,3045342;9,87;5000;0;5000;51;Artawan Pranowo;L;07/05/1991;105;Restu Yuniar S.Pt;P;18/03/1989;MOTOR;Kawasaki;;;
2005;12/12/2018 18.20;13/12/2018 00.31;CAR;Jalan Ramin 8 No.60,  Tj. Hulu;TANJUNG HILIR;PONTIANAK TIMUR;-0,029867169;109,3712115;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,070867704;109,2640945;14,75;30000;0;30000;64;Keisha Natalia Nurdiyanti;P;24/12/1997;107;Gasti Nadia Pratiwi S.Gz;P;01/09/1992;MOBIL;Volvo;;;
2037;12/12/2018 12.31;12/12/2018 13.25;CAR;JL. Kyai Haji Hasyim Ashari,  No. 3;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,025369141;109,3274973;Jl. Kurnia No.42,  Kota Baru;BANSIR LAUT;PONTIANAK TENGGARA;-0,062189745;109,307752;6,65;12000;0;12000;38;Cager Teguh Wijaya S.Pt;L;04/11/1975;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
1390;12/12/2018 07.52;12/12/2018 10.57;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045;109,3137929;Jl. Ar. Hakim No.106,  RT.04/RW.VII;PAL LIMA;PONTIANAK BARAT;-0,02610032;109,3356281;5,72;7000;50000;57000;6;Ratih Shakila Usada S.Gz;P;02/07/1986;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;423;Indomaret Kota Baru;TOKO/SWALAYAN
1669;11/12/2018 22.40;12/12/2018 00.37;BIKE;Gg. Asia Jaya No.99a,  Pak Lanjut;PARIT TOKAYA;PONTIANAK SELATAN;-0,068759768;109,311934;Gang Al Karim No.21,  Sungai Jawi;SUNGAI BANGKONG;PONTIANAK KOTA;-0,02741291;109,3136015;6,6;3000;0;3000;40;Yulia Yulianti;P;22/03/1997;84;Lukita Napitupulu;L;22/02/2000;MOTOR;Kawasaki;;;
1936;11/12/2018 20.52;11/12/2018 21.44;CAR;Gg. Prajaya No.60,  Sungai Bangkong;DARAT SEKIP;PONTIANAK KOTA;-0,034290916;109,3219198;Jl. Apel Gg. Pala 3 No.5,  Sungai Jawi Luar;SUNGAI BELIUNG;PONTIANAK BARAT;-0,010182384;109,315282;4,78;8400;0;8400;40;Yulia Yulianti;P;22/03/1997;98;Imam Abyasa Maheswara;L;19/08/1981;MOBIL;Audi;;;
1747;11/12/2018 17.46;11/12/2018 21.31;BIKE;Gg. Trisakti,  Siantan Hulu;PARIT MAYOR;PONTIANAK TIMUR;-0,008286176;109,3669555;Unnamed Road,  Siantan;SIANTAN HULU;PONTIANAK UTARA;0.026040534016024;109,3558882;6,01;3000;0;3000;26;Lidya Sudiati;P;30/05/1999;81;Manah Sirait;L;09/08/1991;MOTOR;BMW;;;
1908;11/12/2018 15.53;11/12/2018 18.50;CAR;Wajok Hulu,  Siantan;SIANTAN HILIR;PONTIANAK UTARA;0.037018457906518;109,3546624;;BATU LAYANG;PONTIANAK UTARA;0.000026103587741653;109,3522879;6,12;10800;0;10800;33;Kasusra Mandala;L;07/11/2000;98;Imam Abyasa Maheswara;L;19/08/1981;MOBIL;Audi;;;
1976;11/12/2018 13.26;11/12/2018 21.50;CAR;Jl. Kebangkitan Nasional,  Siantan Hilir;SUNGAI JAWI LUAR;PONTIANAK BARAT;0.026855461590029;109,337216;Unnamed Road,  Pal IX;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,064059885;109,2655196;14,87;30000;0;30000;15;Tina Pertiwi;P;09/09/1987;98;Imam Abyasa Maheswara;L;19/08/1981;MOBIL;Audi;;;
1724;11/12/2018 12.55;11/12/2018 14.49;BIKE;Gg. Sinar Pelita,  Pal IX;PARIT TOKAYA;PONTIANAK SELATAN;-0,069960858;109,3023064;Gg. Assalam No.17,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,062210208;109,3128809;3,46;1500;0;1500;15;Tina Pertiwi;P;09/09/1987;100;Halima Kani Purnawati;P;08/11/1993;MOTOR;Yamaha;;;
1432;11/12/2018 07.57;11/12/2018 10.48;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045;109,3137929;Gg. Tebu Ceria No.28,  Sungai Beliung;PAL LIMA;PONTIANAK BARAT;-0,007136289;109,30728;6,98;9000;41000;50000;70;Calista Fujiati S.T.;P;24/12/1985;83;Gaiman Hidayat S.Kom;L;17/11/1975;MOTOR;Honda;423;Indomaret Kota Baru;TOKO/SWALAYAN
1454;11/12/2018 06.35;11/12/2018 12.10;SHOP;Alfamart Siantan Hulu, Jl 28 Oktober;SIANTAN HULU;PONTIANAK UTARA;-0,008582;109,361511;Unnamed Road,  Pal IX;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,071866105;109,3062473;11,34;16000;25500;41500;45;Nabila Icha Lestari;P;01/08/1984;103;Eka Tira Haryanti;P;21/11/1994;MOTOR;BMW;426;Alfamart Siantan Hulu;TOKO/SWALAYAN
1134;10/12/2018 22.11;11/12/2018 04.20;FOOD;A Ngow Juice, Jl. Setia Budi 1, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;AKCAYA;PONTIANAK SELATAN;-0,0313218;109,344718;Jl. Parit Lengkong,  Mega Tim.;PARIT MAYOR;PONTIANAK TIMUR;-0,016321512;109,4066664;9,09;12000;46000;58000;3;Mahmud Candrakanta Lazuardi S.Pt;L;13/12/1979;85;Jarwadi Nababan;L;01/06/1984;MOTOR;Suzuki;250;A Ngow Juice;JAJANAN
1885;10/12/2018 19.19;10/12/2018 23.59;BIKE;Unnamed Road,  Pal IX;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,067180744;109,2729541;Jl. Kebangkitan Nasional,  Siantan Hilir;BATU LAYANG;PONTIANAK UTARA;0.023244524750864;109,3451907;14,87;7500;0;7500;38;Cager Teguh Wijaya S.Pt;L;04/11/1975;79;Jabal Prasetya S.Psi;L;18/08/1987;MOTOR;BMW;;;
1903;10/12/2018 13.36;10/12/2018 18.15;CAR;Gg. Nurul Muslimin,  Siantan Tengah;TANJUNG HILIR;PONTIANAK TIMUR;-0,0108238;109,3517413;Gg. Maria 2 No.32,  Sungai Jawi Dalam;PAL LIMA;PONTIANAK BARAT;-0,018489598;109,3091878;6,81;12000;0;12000;26;Lidya Sudiati;P;30/05/1999;99;Joko Situmorang;L;20/12/1982;MOBIL;BMW;;;
1694;10/12/2018 10.54;10/12/2018 12.19;BIKE;Jl. Pramuka,  Sungai Rengas;PAL LIMA;PONTIANAK BARAT;-0,006617309;109,2705065;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,070894686;109,2887971;9,43;4500;0;4500;13;Oskar Hakim;L;16/03/1989;77;Lukman Ganep Januar M.Ak;L;26/07/1976;MOTOR;BMW;;;
1775;10/12/2018 07.55;10/12/2018 16.41;BIKE;Gg. Romansa No.8,  Pal Lima;AKCAYA;PONTIANAK SELATAN;-0,033869312;109,2869113;Bus Terminal Agri Bisnis,  Jl. Budi Utomo Terminal Agribisnis No.78243;SIANTAN HILIR;PONTIANAK UTARA;-0,004752441;109,3502729;9,75;5000;0;5000;5;Banawi Hidayat;L;20/04/2001;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1103;10/12/2018 06.38;10/12/2018 12.38;FOOD;Kopi Bang Edi, Jl. Sepakat I, Bansir Laut, Pontianak Tenggara, Kota Pontianak, Kalimantan Barat 78113, Indonesia;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,0520848;109,3559651;Gang Sepakat 3 No.2,  Sungai Jawi;MARIANA;PONTIANAK KOTA;-0,038026901;109,3079492;7,56;10000;66500;76500;2;Warji Uda Pradana;L;23/09/1996;92;Danu Januar;L;03/04/1977;MOTOR;Yamaha;364;Kopi Bang Edi;CAFE
1834;09/12/2018 20.41;09/12/2018 22.36;BIKE;Jl. Parwasal No.46,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;-0,002567194;109,3490252;JL. Merdeka Barat,  No. 557;SUNGAI BANGKONG;PONTIANAK KOTA;-0,020062003;109,3272602;5,1;2500;0;2500;71;Lanjar Gunarto;L;26/03/2002;104;Faizah Shania Usamah S.T.;P;19/10/1979;MOTOR;BMW;;;
1850;09/12/2018 08.12;09/12/2018 09.46;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,058259106;109,2773159;Gg. Margodadirejo 2 No.23,  Sungai Jawi;SUNGAI JAWI DALAM;PONTIANAK BARAT;-0,026097975;109,3109746;7,18;3500;0;3500;5;Banawi Hidayat;L;20/04/2001;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1820;08/12/2018 21.45;09/12/2018 00.22;BIKE;Jalan Bina Jaya,  Pal IX;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,068073667;109,3059667;Jl. Khatulistiwa No.36,  Siantan Hilir;SIANTAN HILIR;PONTIANAK UTARA;-0,012837998;109,338599;9,13;4500;0;4500;64;Keisha Natalia Nurdiyanti;P;24/12/1997;94;Harjo Karya Suwarno;L;21/09/1981;MOTOR;BMW;;;
1744;08/12/2018 18.45;08/12/2018 19.36;BIKE;Gang Anugrah,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;0.0082184387140101;109,3479896;Unnamed Road,  Sungai Beliung;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,003490321;109,3058037;6,87;3000;0;3000;39;Ellis Ella Usada S.H.;P;27/02/1992;81;Manah Sirait;L;09/08/1991;MOTOR;BMW;;;
1180;08/12/2018 13.56;08/12/2018 20.08;FOOD;Vegas Fried Chicken, Sui Jawi, Gg. Nilam 7B, Sungai Jawi, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78244, Indonesia;TENGAH;PONTIANAK KOTA;-0,0202749;109,322427;Unnamed Road,  Kalimantan Barat 78116;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,079777611;109,3256644;8,63;11000;60000;71000;56;Galur Hidayat;L;22/09/1984;106;Yunita Laras Pratiwi;P;17/02/1999;MOTOR;TVS;100;Vegas Fried Chicken, Sui Jawi;RESTAURANT
1919;08/12/2018 12.56;08/12/2018 14.33;CAR;Jl. Karet,  Sungai Beliung;PAL LIMA;PONTIANAK BARAT;-0,020472193;109,2969016;Unnamed Road,  Sul Ambawang Kuala;SAIGON;PONTIANAK TIMUR;-0,045460712;109,3994987;13,74;27600;0;27600;60;Titin Laksita;P;11/09/1999;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
1763;07/12/2018 22.48;08/12/2018 02.24;BIKE;Jl. Bukit Barisan No.44,  Sungai Jawi;SUNGAI JAWI;PONTIANAK KOTA;-0,02243432;109,3215916;Jl. Tanjung Pura No.13,  RT.04/RW.VII;DARAT SEKIP;PONTIANAK KOTA;-0,026901191;109,3425481;4,38;2000;0;2000;21;Estiawan Suryono;L;20/02/2005;81;Manah Sirait;L;09/08/1991;MOTOR;BMW;;;
1207;07/12/2018 19.44;19/12/2018 07.50;FOOD;What's Up Cafe, Jl. Zainuddin No.18, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat;DARAT SEKIP;PONTIANAK KOTA;-6,3653643;106,8337117;Unnamed Road,  Pal IX;BANSIR LAUT;PONTIANAK TENGGARA;-0,06740775;109,2803278;753,05;1000;44500;45500;54;Iriana Ade Usada;P;26/01/1997;86;Daliono Firgantoro;L;01/12/1995;MOTOR;Honda;335;What's Up Cafe;CAFE
1250;07/12/2018 19.44;07/12/2018 21.39;FOOD;Kedai Intomie, Jl. Terminal Hijas, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,0361628;109,3433163;Jl. Gst. Situt Mahmud No.3,  Siantan Hulu;SIANTAN HULU;PONTIANAK UTARA;-0,020220332;109,3507214;3,95;4000;64000;68000;73;Ihsan Harjasa Prabowo;L;02/01/1992;92;Danu Januar;L;03/04/1977;MOTOR;Yamaha;88;Kedai Intomie;WARUNG MAKAN
1662;07/12/2018 12.23;07/12/2018 20.07;BIKE;Jl. Purnama II,  Kota Baru;AKCAYA;PONTIANAK SELATAN;-0,073628029;109,3143411;Jln. Kompleks Serasan Permai,  Banjar Serasan;KOTA BARU;PONTIANAK SELATAN;-0,05018956;109,3678843;8,5;4000;0;4000;63;Paris Andriani;P;05/03/1994;80;Mursita Prasetya;L;29/03/1987;MOTOR;TVS;;;
1284;07/12/2018 09.35;07/12/2018 12.55;FOOD;Waroeng Murni Sari, Jl. Beringin, Darat Sekip, Pontianak Kota, Kota Pontianak, Kalimantan Barat 78243, Indonesia;MARIANA;PONTIANAK KOTA;-0,0326961;109,3320503;Jl. Perdana No.168,  Bansir Laut;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,067844535;109,3342314;5,92;7000;31000;38000;56;Galur Hidayat;L;22/09/1984;86;Daliono Firgantoro;L;01/12/1995;MOTOR;Honda;54;Waroeng Murni Sari;WARUNG MAKAN
1181;06/12/2018 20.19;07/12/2018 01.23;FOOD;Glasshouse 55, Jl. Hasanuddin No.53, Sungai Jawi Dalam, Pontianak Bar., Kota Pontianak, Kalimantan Barat 78244, Indonesia;SUNGAI JAWI LUAR;PONTIANAK BARAT;-0,0180778;109,3313878;Gg. Assalam No.17,  Kota Baru;PARIT TOKAYA;PONTIANAK SELATAN;-0,062216035;109,312823;7,32;9000;40500;49500;57;Salsabila Mayasari S.T.;P;11/11/1982;103;Eka Tira Haryanti;P;21/11/1994;MOTOR;BMW;356;Glasshouse 55;CAFE
1999;06/12/2018 15.34;06/12/2018 18.34;CAR;Jl. Ampera No.18,  Sungai Jawi;AKCAYA;PONTIANAK SELATAN;-0,048790024;109,2968919;Gg. Keluarga 2,  Batu Layang;PAL LIMA;PONTIANAK BARAT;0.01571561790407;109,3132943;9,4;18000;0;18000;52;Ayu Yuliarti;P;21/01/1988;95;Cengkal Marpaung;L;09/12/1994;MOBIL;Honda;;;
2039;06/12/2018 15.33;06/12/2018 19.29;CAR;Unnamed Road,  Pal IX;BENUA MELAYU DARAT;PONTIANAK SELATAN;-0,057194975;109,2824827;Jl. Komyos Sudarso No.33,  Sungai Jawi Luar;SIANTAN HULU;PONTIANAK UTARA;-0,011199565;109,3217939;8,73;16800;0;16800;19;Oman Prasasta;L;23/01/2004;96;Bakda Gunawan;L;26/05/1995;MOBIL;KIA;;;
1404;06/12/2018 09.52;06/12/2018 12.34;SHOP;Alfamart Imam Bonjol, Jl Imam Bonjol;BANSIR LAUT;PONTIANAK TENGGARA;-0,0399714;109,3450443;Gg. Mulya 4,  Siantan Tengah;BATU LAYANG;PONTIANAK UTARA;-0,007866281;109,3470657;5,58;7000;37500;44500;7;Shania Rika Pratiwi;P;22/08/2004;86;Daliono Firgantoro;L;01/12/1995;MOTOR;Honda;424;Alfamart Imam Bonjol;TOKO/SWALAYAN
1845;05/12/2018 22.22;06/12/2018 03.08;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,055931612;109,2808759;Gg. Dharma Putra 23,  Siantan Hilir;SIANTAN TENGAH;PONTIANAK UTARA;0.00066214466269911;109,3465283;11,64;6000;0;6000;7;Shania Rika Pratiwi;P;22/08/2004;85;Jarwadi Nababan;L;01/06/1984;MOTOR;Suzuki;;;
1117;05/12/2018 21.50;05/12/2018 23.10;FOOD;Crepe Signature, Jl. H. Agus Salim No.78, Benua Melayu Darat, Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243, Indonesia;KOTA BARU;PONTIANAK SELATAN;-0,0286145;109,3409562;Jalan Serda Usman No.55,  Tj. Hulu;SAIGON;PONTIANAK TIMUR;-0,030956539;109,3710241;5,35;7000;45500;52500;11;Anita Mardhiyah;P;13/03/2002;91;Margana Pratama;L;24/12/1995;MOTOR;Honda;281;Crepe Signature;CAFE
1599;05/12/2018 17.51;05/12/2018 20.36;BIKE;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,063788585;109,278188;Komp. Bumi Batara 1 Jalur 2 No.880,  Sungai Raya;AKCAYA;PONTIANAK SELATAN;-0,081368495;109,3589449;11,19;5500;0;5500;41;Yance Riyanti;P;25/08/2000;85;Jarwadi Nababan;L;01/06/1984;MOTOR;Suzuki;;;
1821;05/12/2018 16.36;05/12/2018 18.30;BIKE;SIMPANG 4 JL.NIRBAYA,  Jl. Kesehatan;AKCAYA;PONTIANAK SELATAN;-0,060029904;109,3125501;Gang Marta No.22,  Sungai Jawi Dalam;SUNGAI BELIUNG;PONTIANAK BARAT;-0,019099953;109,3139835;6,55;3000;0;3000;44;Satya Budiman;L;23/12/1987;88;Jatmiko Waluyo S.Pd;L;23/11/1983;MOTOR;Kawasaki;;;
1941;05/12/2018 16.29;05/12/2018 17.49;CAR;Jl. Puskesmas No.25,  PAL. 3;SUNGAI BELIUNG;PONTIANAK BARAT;-0,024218677;109,304972;Jl. Khatulistiwa,  Siantan Hilir;PAL LIMA;PONTIANAK BARAT;-0,004714768;109,3282415;5,38;9600;0;9600;53;Nova Hasanah;P;18/07/1987;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
2007;05/12/2018 13.40;05/12/2018 15.58;CAR;Jl. Panglima Aim No.79,  Tj. Hulu;BANJAR SERASAN;PONTIANAK TIMUR;-0,028709961;109,3663744;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,051376947;109,2782392;12,12;24000;0;24000;34;Darijan Kadir Waluyo;L;07/07/2005;97;Waluyo Setiawan;L;27/07/1978;MOBIL;Mitsubishi;;;
1802;05/12/2018 11.18;05/12/2018 17.57;BIKE;Gang Amhar No.7,  Pal IX;MARIANA;PONTIANAK KOTA;-0,065472875;109,3039148;JL. Gusti Sulung Lelanang,  Kompl Pontianak Mall Bl C/2;MARIANA;PONTIANAK KOTA;-0,032097599;109,3362918;7,17;3500;0;3500;68;Wahyu Simanjuntak;L;01/07/2000;81;Manah Sirait;L;09/08/1991;MOTOR;BMW;;;
1220;05/12/2018 09.38;05/12/2018 13.44;FOOD;Warung Haha Hihi, Jl. Cendrawasih No.53, Tengah, Pontianak Kota, Kota Pontianak, Kalimantan Barat, Indonesia;TENGAH;PONTIANAK KOTA;-0,0239244;109,3308352;Gg. Wonodadi 2 No.258,  Kota Baru;KOTA BARU;PONTIANAK SELATAN;-0,058393637;109,3185478;6,07;8000;81000;89000;64;Keisha Natalia Nurdiyanti;P;24/12/1997;78;Maryadi Natsir;L;13/11/1999;MOTOR;Yamaha;369;Warung Haha Hihi;WARUNG MAKAN
1645;04/12/2018 18.49;04/12/2018 22.01;BIKE;Gang Purnama Indah 7 No.43-55,  Parit Tokaya;BENUA MELAYU LAUT;PONTIANAK SELATAN;-0,064892964;109,3218922;Komp. Mitra Raya Lestari 3,  Jl. Dr. Wahidin. S;BANGKA BELITUNG LAUT;PONTIANAK TENGGARA;-0,036354174;109,3076857;5,54;2500;0;2500;4;Karsana Caturangga Budiman S.Pt;L;17/01/1985;103;Eka Tira Haryanti;P;21/11/1994;MOTOR;BMW;;;
1388;04/12/2018 18.45;04/12/2018 21.03;SHOP;Indomaret Kota Baru, Jl Prof M Yamin No 3;KOTA BARU;PONTIANAK SELATAN;-0,0514045;109,3137929;Gang Pak Majid II No.7,  Sungai Bangkong;AKCAYA;PONTIANAK SELATAN;-0,051132658;109,304625;3,02;3000;96500;99500;59;Dina Mulyani;P;26/10/1985;86;Daliono Firgantoro;L;01/12/1995;MOTOR;Honda;423;Indomaret Kota Baru;TOKO/SWALAYAN
1912;04/12/2018 18.12;04/12/2018 20.42;CAR;Jl. Padat Karya,  Saigon;DALAM BUGIS;PONTIANAK TIMUR;-0,040099763;109,3733911;Unnamed Road,  Pal IX;BANSIR DARAT;PONTIANAK TENGGARA;-0,063681295;109,2787852;12,84;25200;0;25200;66;Radika Niyaga Saptono;L;28/12/2002;95;Cengkal Marpaung;L;09/12/1994;MOBIL;Honda;;;
2043;04/12/2018 16.17;05/12/2018 00.35;CAR;Gang Swasembada 2,  Siantan Hulu;SIANTAN TENGAH;PONTIANAK UTARA;-0,014634373;109,3598586;Unnamed Road,  Pal IX;BANGKA BELITUNG DARAT;PONTIANAK TENGGARA;-0,062607723;109,2799108;12,37;24000;0;24000;11;Anita Mardhiyah;P;13/03/2002;108;Ana Maimunah Pertiwi S.H.;P;21/12/1991;MOBIL;Toyota;;;
